CustomerName,Age,Gender,Country,ProductCategory,SignupDate,PurchaseAmount,Email
Meera Chauhan,24.0,Female,INDIA,Groceries,2023-08-09,35.04,meera.chauhan553@mail.com
Sneha Gupta,51.0,female,germany,Electronics,24-06-2024,212.79,sneha.gupta272@mail.com
Ritu Nair,,Male,India,Electronics,,65.8,ritu.nair17@mail.com
Divya Das,27.0,M,USA,Furniture,01-24-2023,239.75,divya.das471@mail.com
Rohit Iyer,29.0,male,India,Sports,2024-05-19,393.9,rohit.iyer512@mail.com
Aditya Sharma,61.0,,UK,Furniture,05/06/2023,,aditya.sharma503@mail.com
Vikram Iyer,18.0,Female,Germany,Beauty,08-08-2022,60.58,vikram.iyer835@mail.com
Deepak Iyer,42.0,F,UK,Groceries,21-01-2023,,deepak.iyer374@mail.com
Vikram Patel,58.0,Male,uk,Sports,20-06-2023,250.58,vikram.patel230@mail.com
Neha Nair,33.0,MALE,uk,Furniture,2023-08-27,54.17,
Vikram Iyer,41.0,MALE,uk,Electronics,03/03/2023,166.3,
Meera Gupta,54.0,female,uk,Beauty,04-03-2024,542.54,meera.gupta449@mail.com
Meera Rao,20.0,male,Germany,Electronics,01-01-2023,54.73,meera.rao546@mail.com
Divya Chauhan,32.0,F,U.S.A,Furniture,01-07-2022,324.05,divya.chauhan547@mail.com
Suresh Gupta,42.0,Female,U.K.,Clothing,05-08-2022,484.72,suresh.gupta447@mail.com
Rohit Nair,49.0,female,usa,Beauty,2023-05-01,46.03,rohit.nair580@mail.com
Rahul Rao,29.0,Female,uk,Sports,22/01/2023,116.25,rahul.rao936@mail.com
Sneha Sharma,32.0 yrs,FEMALE,UK,Clothing,2022-05-08,59.06,sneha.sharma390@mail.com
Rahul Iyer,47.0 yrs,MALE,india,Sports,14/06/2024,254.12,rahul.iyer106@mail.com
Manish Gupta,55.0,FEMALE,U.K.,Groceries,19-08-2022,89.46,manish.gupta313@mail.com
Neha Reddy,,FEMALE,USA,Electronics,2024-08-16,,neha.reddy874@mail.com
Nikhil Sharma,22.0,female,uk,Clothing,10/07/2023,38.47,nikhil.sharma892@mail.com
Meera Iyer,19.0,MALE,Germany,Beauty,10-27-2023,78.41,meera.iyer477@mail.com
Ritu Iyer,52.0,F,U.S.A,Groceries,03-17-2023,15000.0,ritu.iyer902@mail.com
Nikhil Nair,53.0,FEMALE,India,Sports,04-15-2024,155.61,
Neha Rao,21.0,male,germany,Clothing,08-18-2024,305.75,neha.rao121@mail.com
Vikram Gupta,43.0,M,uk,Sports,10-10-2023,272.68,vikram.gupta631@mail.com
